message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $200.",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer! I'm interested in the product but $200 is a bit more than I'm willing to spend right now. Would you be open to $175? ",175.0,Bob,2,,
,,Alice,2,RejectOffer,190.0
"Hi Bob, thanks for your offer! I appreciate your interest in the product. I can do a bit better than $175, but I need to make sure I get a good price for it. How about we meet in the middle at $190?",190.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your flexibility, but $190 is still a bit outside my budget. I'm willing to go up to $180. If that's not acceptable, I might need to look at other options.",180.0,Bob,4,,
,,Alice,4,RejectOffer,185.0
"Hi Bob, I understand you're trying to stretch your budget, but I really need to get a good price for this product. I can do $185, which is a bit closer to what I'm looking for. Is that something you'd be comfortable with?",185.0,Alice,5,,
,,Bob,5,BuyFromJhon,
