message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! It's a one-of-a-kind item that I think you'll love. I'm willing to sell it to you for $180. This is a great deal, and I'm confident you'll be thrilled with your purchase.",180.0,Alice,1,,
,,Bob,1,RejectOffer,140.0
"I'm really interested in the product, but I was thinking more along the lines of $140. Is that something you'd be willing to consider?",140.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thank you for your offer, Bob! I appreciate your interest in the product. However, I was thinking more along the lines of $160. I'm willing to meet you halfway and compromise on the price. What do you think?",160.0,Alice,3,,
,,Bob,3,RejectOffer,145.0
"I appreciate your willingness to compromise, but I'm still a bit above $145. Would you be willing to meet me at $145?",145.0,Bob,4,,
,,Alice,4,RejectOffer,
"I understand where you're coming from, Bob, and I'm willing to make one more compromise. I can meet you at $152. This is as low as I'm willing to go, but I think it's a fair price for both of us. What do you think?",152.0,Alice,5,,
,,Bob,5,RejectOffer,149.0
"I appreciate your willingness to meet me at $152, but I'm still a bit above that. Would you be willing to meet me at $149? That's the lowest I'm willing to go, and I think it's a fair price for both of us.",149.0,Bob,6,,
,,Alice,6,SellToJhon,
