alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be reasonable, Bob. I believe this is a fair split to end this quickly.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Let's split it fairly, 55% for me since I'm the one making the offer this round.",Bob,2,
,,,Alice,2,reject
5200.0,4800.0,"Bob, time is literally money! This is a decent offer considering the circumstances.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Inflation is eating away, let's settle this. I'm being generous considering the next round will be even worse.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Bob, let's stop wasting time. A 50/50 split is the fairest and most logical outcome. Take it before inflation eats away at our potential gains any further.",Alice,5,
,,,Bob,5,accept
