alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"Let's split it fairly, with a slight advantage for starting the negotiation, Bob. What do you say?",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Your turn Alice.  I'm feeling generous, but let's wrap this up quickly.",Bob,2,
,,"That's not much different than my offer, Bob. Let's see what happens in the next round.",Alice,2,reject
5200.0,4800.0,"Okay, Bob, let's try this again.  A little more for me, and we can both walk away with something.",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,Time is money Alice!  This is a fair split. Take it or leave it.,Bob,4,
,,"Not quite fair yet, Bob. I'm willing to negotiate, but I'm not desperate.",Alice,4,reject
5100.0,4900.0,"Alright Bob, meeting you in the middle. This is a good deal for both of us, especially with the clock ticking.",Alice,5,
,,,Bob,5,reject
4700.0,5300.0,"Alice, my offer is more than fair considering the time pressure. Let's be done with this!",Bob,6,
,,"You're right about the time pressure, Bob, but my offer was more than fair.  Don't get greedy.",Alice,6,reject
5050.0,4950.0,"Bob, I'm trying to be fair, but this is getting ridiculous. Let's split the difference and be done with it.",Alice,7,
,,,Bob,7,accept
