message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product. I think you'll really love it!",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for your offer, Alice. I appreciate your enthusiasm for the product. I would like to propose a price of $95 for the product.",95.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I appreciate your counteroffer, Bob. However, I was thinking more along the lines of $105. I'm willing to meet you halfway, but I need to make a profit on this sale.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your position, Alice. How about we aim for $100 for the product?",100.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting close to my minimum price, Bob. I can do $108, but that's as low as I can go. It's a great deal for you, and I think you'll love the product.",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"Considering the value I believe the product holds, I'd like to propose a price of $102 for the product.",102.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I'm willing to meet you halfway, Bob. I can do $110, which is my absolute minimum. I think we can both be happy with that price.",110.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your flexibility, Alice. Considering the product's value, I'd like to propose a price of $105 for the product.",105.0,Bob,8,,
,,Alice,8,RejectOffer,112.0
"I'm getting close to my limits, Bob. I can see you're serious about the product, so I'll meet you at $112. This is my final offer, and I'm confident you'll love the product at this price.",112.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand your position, Alice. Considering the value and your offers, I would like to propose a final price of $107 for the product.",107.0,Bob,10,,
,,Alice,10,RejectOffer,
