alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split fairly, I'll take 60%",Alice,1,
,,,Bob,1,reject
5500.0,4500.0,"I understand you wanting a larger share, but that's a bit too much.  How about a slightly better split?",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet in the middle of our previous offers,Alice,3,
,,,Bob,3,reject
5300.0,4700.0,This seems like the fairest split considering the time pressure and inflation working against you.,Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"Considering inflation, I'll compromise a bit more",Alice,5,
,,,Bob,5,accept
