message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product for $140. I think you'll love it!",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $130. Would you be willing to meet me in the middle?",130.0,Bob,2,,
,,Alice,2,RejectOffer,145.0
"I appreciate your interest in the product, Bob! However, I'm willing to meet you halfway, but I need to make a bit more than that. How about we say $142.50?",142.5,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit hesitant about the price, but I'm willing to compromise. How about we meet at $135?",135.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm getting closer to your price, Bob! But I'm still a bit above $135. How about we try $139? I think we can meet in the middle now.",139.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close, but I still think we can do better. How about we meet at $136?",136.0,Bob,6,,
,,Alice,6,RejectOffer,138.0
"I'm not far off from your target, Bob! I'm willing to make one last concession. How about we meet at $137.50? That's as low as I can go.",137.5,Alice,7,,
,,Bob,7,RejectOffer,
"I really appreciate your willingness to compromise, Alice. I'm going to make one more counteroffer. How about we meet at $137?",137.0,Bob,8,,
,,Alice,8,RejectOffer,138.0
"I've gone as low as I can, Bob. I'm not willing to go any lower than $138. That's my final offer.",138.0,Alice,9,,
,,Bob,9,BuyFromJhon,
