alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Let's be reasonable, Bob. Take this deal and we both walk away with something.",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it evenly, Alice. It's a fair deal for both of us.",Bob,2,
,,,Alice,2,reject
65.0,35.0,"Bob, time is running out. This is my final offer, take it or leave it.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"Alice, I'm willing to give you a little more, but we need to settle this quickly. Let's make this work.",Bob,4,
,,,Alice,4,reject
60.0,40.0,"Bob, this is getting ridiculous. I'm taking a hit here too, let's be realistic and close this deal.",Alice,5,
,,,Bob,5,accept
