alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly,Alice,1,
,,,Bob,1,reject
4750.0,5250.0,My turn. I'm aiming for a slightly more advantageous split this time. Let's settle this quickly.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Counteroffer, slightly more to me",Alice,3,
,,,Bob,3,reject
5150.0,4850.0,"Time is money, Alice.  This is my final offer, let's close the deal.",Bob,4,
,,,Alice,4,reject
5900.0,4100.0,"Getting impatient, last chance",Alice,5,
,,,Bob,5,accept
