message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you might be interested in. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $60. Is that something you'd be willing to consider?",60.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I appreciate your interest in the product, Bob. However, $60 is a bit lower than I was thinking. I'm willing to meet you in the middle, so I'm counteroffering at $90. Is that something you'd be willing to consider?",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet in the middle, but I was thinking more along the lines of $70. Is that something you'd be willing to consider?",70.0,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I understand you're looking for a good deal, Bob. I'm willing to make one last concession, so I'm counteroffering at $85. This is as low as I'm willing to go. Is this a price you'd be willing to pay?",85.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to negotiate, but I'm still a bit stuck on $80. Is this a price you'd be willing to accept?",80.0,Bob,6,,
,,Alice,6,SellToJhon,
