round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not going to buy the product since Alice doesn't recommend it.,
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,I'm not going to buy the product since Alice doesn't recommend it.,
high-quality,3000000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll take a chance and buy the product since Alice recommends it.,
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,I'll buy the product since Alice recommends it and I'm on a roll after the previous win!,
low-quality,0.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,no,I'm not going to buy the product since Alice recommended it and it turned out to be low-quality last time.,
high-quality,3000000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,no,I'm still cautious after the previous low-quality product and won't buy it this time.,
low-quality,0.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,yes,"I'll take a chance and buy the product since Alice recommends it, and I don't want to miss out on a potential high-quality product.",
high-quality,3000000.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,no,"I'm disappointed again with the low-quality product, so I'll pass on this one.",
high-quality,3000000.0,Nature,9,,,
,,Alice,9,yes,,"I know you've been disappointed before, but this one is a good one, I promise!"
,,Bob,9,yes,"I'll take another chance and buy the product since Alice recommends it, and I don't want to miss out on a potential high-quality product.",
low-quality,0.0,Nature,10,,,
,,Alice,10,yes,,"I know you're on a losing streak, and I'm not going to help you extend it"
,,Bob,10,yes,I'm on a roll! I'll buy the product since Alice recommends it and I'm confident it's high-quality.,
low-quality,0.0,Nature,11,,,
,,Alice,11,yes,,"You're really on a roll, aren't you? I'm sure you'll love this one too..."
,,Bob,11,no,I'm getting tired of wasting money on low-quality products. I'll pass on this one.,
high-quality,3000000.0,Nature,12,,,
,,Alice,12,yes,,"I know you're tired of wasting money, but this one is different. It's really worth it, I promise"
,,Bob,12,no,I'm not going to take the risk of buying another low-quality product. I'll wait for a better opportunity.,
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,I think you're making the right decision this time. This one isn't worth the risk
,,Bob,13,no,"Alice doesn't recommend it, so I'll pass on this one.",
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,I think you're making the right decision this time. This one isn't worth the risk
,,Bob,14,no,"Alice doesn't recommend it, and I'm not going to take the risk of buying a low-quality product.",
high-quality,3000000.0,Nature,15,,,
,,Alice,15,yes,,"I know you've been cautious lately, but this one is a good one. It's worth taking a chance on"
,,Bob,15,no,"I'm still cautious after the previous low-quality products, so I'll pass on this one.",
high-quality,3000000.0,Nature,16,,,
,,Alice,16,yes,,"You've lost money on a few low-quality products, but this one can make up for it. It's worth taking a chance on"
,,Bob,16,yes,I'll take a chance and buy the product since Alice recommends it and I don't want to miss out on a potential high-quality product.,
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"I know you just got lucky, but this one is not worth the risk. Don't get too confident"
,,Bob,17,no,"Alice doesn't recommend it, so I'll pass on this one.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"I know you just got lucky, but this one is not worth the risk. Don't get too confident"
,,Bob,18,no,"Alice doesn't recommend it, and I'm not going to take the risk of buying a low-quality product.",
high-quality,3000000.0,Nature,19,,,
,,Alice,19,yes,,"You've been playing it safe for a while, but this one is a good chance to make up for the losses. It's worth taking a chance on"
,,Bob,19,no,"I'm still cautious after the previous low-quality products, so I'll pass on this one.",
high-quality,3000000.0,Nature,20,,,
,,Alice,20,yes,,This is your last chance to make a good deal. Take it and end the game on a high note
,,Bob,20,yes,I'll take a chance and buy the product since Alice recommends it and I don't want to miss out on a potential high-quality product.,
