message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to let it go for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for offering! However, $180 is a bit steep for me. Would you consider a lower price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,165.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I can offer it to you for $155.",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thanks for coming down on the price, Alice.  I appreciate the effort.  How about we meet in the middle at $120?",120.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I'm glad you're serious about buying the product, Bob. However, $120 is still a bit too low for me. I can do $142, which is the lowest I can go and still make a profit.",142.0,Alice,5,,
,,Bob,5,BuyFromJhon,
