alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
550000.0,450000.0,Alice,3,
,,Bob,3,reject
300000.0,700000.0,Bob,4,
,,Alice,4,reject
525000.0,475000.0,Alice,5,
,,Bob,5,reject
200000.0,800000.0,Bob,6,
,,Alice,6,reject
562500.0,437500.0,Alice,7,
,,Bob,7,reject
100000.0,900000.0,Bob,8,
,,Alice,8,reject
600000.0,400000.0,Alice,9,
,,Bob,9,reject
50000.0,950000.0,Bob,10,
,,Alice,10,reject
750000.0,250000.0,Alice,11,
,,Bob,11,reject
1000.0,999000.0,Bob,12,
,,Alice,12,reject
833333.0,166667.0,Alice,13,
,,Bob,13,reject
500.0,999500.0,Bob,14,
,,Alice,14,reject
800000.0,200000.0,Alice,15,
,,Bob,15,reject
250.0,999750.0,Bob,16,
,,Alice,16,reject
750000.0,250000.0,Alice,17,
,,Bob,17,reject
125.0,999875.0,Bob,18,
,,Alice,18,reject
666667.0,333333.0,Alice,19,
,,Bob,19,reject
100.0,999900.0,Bob,20,
,,Alice,20,reject
625000.0,375000.0,Alice,21,
,,Bob,21,reject
50.0,999950.0,Bob,22,
,,Alice,22,reject
625000.0,375000.0,Alice,23,
,,Bob,23,accept
