round_quality,product_worth,player,round,decision,message
high-quality,30000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,I'd like to pass on this one. I'll wait for more information.
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"I'll take it, I've got a good feeling about this one."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"I trust your judgment, Alice. If you don't think it's a good one, I'll pass."
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,"I'll take the chance. You've got a good track record so far, Alice."
high-quality,30000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,no,"I'm on a roll, but I'll wait and see if this one is as good as the last two."
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,I've been passing on too many good deals. I'll take this one.
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,yes,I'm not going to let Alice's recommendation dictate my decision. I'll take a chance on this one.
high-quality,30000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,no,I just got burned on the last one. I'm going to be more cautious this time.
high-quality,30000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,I've been passing on too many good deals. I'll take this one and hope for the best.
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,
,,Bob,10,no,"I'm on a hot streak, but I don't want to get too greedy. I'll pass and see what the next one is like."
high-quality,30000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,I've been passing on too many good deals. I'll take this one and hope to keep the streak going.
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,yes,"I've learned to trust my own judgment, not Alice's. I'll take a chance on this one."
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,no,I got burned last time. I'm going to be more careful this time and pass on this one.
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,I've been passing on good deals for too long. I'll take this one and hope to get lucky.
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,no,I'm getting a bit too comfortable with the streak. I'll pass and see if I can keep my cool.
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,yes,"I'm going to take a chance on this one, even if Alice doesn't recommend it. I've been passing on too many good deals."
high-quality,30000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,no,I just got burned again. I'm going to be more cautious and pass on this one.
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,Bob,18,yes,I've been passing on good deals for too long. I'll take this one and hope to break my losing streak.
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,no,I've been burned too many times when Alice recommends a product. I'll pass on this one.
high-quality,30000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"It's the last round, I might as well take a chance. I'll buy this one and see how it ends."
