message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you might be interested in. Would you like to make an offer on it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $120. Is that something you'd be willing to consider?",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking to save a bit on the price, but I'm not willing to go as low as $120. I can meet you halfway at $140, but I'm not willing to go any lower than that. Is that something you'd be willing to consider?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the willingness to meet me halfway, but I was thinking more along the lines of $130. Would you be willing to consider that?",130.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm getting close to the minimum price I'm willing to accept, but I'm still a bit higher than your latest offer. I can meet you at $135, but that's as low as I can go. Is that something you'd be willing to consider?",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, but I'm still a bit hesitant to go to $135. Would you be willing to meet me at $132?",132.0,Bob,6,,
,,Alice,6,RejectOffer,133.0
"I'm really close to the minimum price I'm willing to accept, and I'm starting to think that $132 is as low as I can go. I can meet you at $133, but I'm not sure I can go any lower than that. Is that something you'd be willing to consider?",133.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm really close to making a decision, but I'm still a bit hesitant to go to $133. Would you be willing to meet me at $131?",131.0,Bob,8,,
,,Alice,8,RejectOffer,132.0
"I'm not willing to go any lower than $132. I've already compromised quite a bit, and I'm starting to think that's the lowest I can go. Is $132 a price you'd be willing to pay?",132.0,Alice,9,,
,,Bob,9,AcceptOffer,
