message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to show you this amazing product! I think you'll love it. Would you like to make an offer?",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested, but I'm hoping to get it for closer to $105.  What do you think?",105.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you're looking for a good deal, Bob! However, I'm not willing to go as low as $105. I can do $115, but that's as low as I can go. What do you think?",115.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but $115 is still a bit high for me. I'm willing to go up to $110. Let's see if we can make this work.",110.0,Bob,4,,
,,Alice,4,RejectOffer,112.5
"I understand you're trying to get the best deal, Bob! I can meet you halfway between $110 and $115, which is $112.50. That's the lowest I'm willing to go. What do you think?",112.5,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $112.50 is still a bit too high for me.  I'm willing to go up to $111.  Let's see if we can find a middle ground.",111.0,Bob,6,,
,,Alice,6,RejectOffer,112.0
"I can see you're really close to the price I'm willing to sell for, Bob! I'm willing to meet you at $111.50, which is just a tiny bit higher than your last offer. What do you think?",111.5,Alice,7,,
,,Bob,7,AcceptOffer,
