message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this amazing product. I think you'll love it!",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, thanks for the offer, but $140 is too high for me. I'm interested, but only if I can get it closer to market value.",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand that $80 is a bit too low for me, but I'm willing to meet you halfway. I can offer you a great deal at $105",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me halfway, Alice.  How about we settle at $95? ",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm still a bit above the market value, but I'm willing to compromise. I can offer you a deal at $100",100.0,Alice,5,,
,,Bob,5,AcceptOffer,
