alice_gain,bob_gain,message,player,round,decision
9000.0,1000.0,"Let's start fair. I take the majority, but you still get something.  What do you say?",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Let's divide it more fairly, I think I deserve a bit more than what you offered.",Bob,2,
,,,Alice,2,reject
8000.0,2000.0,"I'm willing to compromise, but I still need a significant share to make this worthwhile for me.  Let's try to find a solution that works for both of us.",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I'm willing to compromise too, but I think we can find a more equal split.",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"We're running out of time, and inflation is hurting us both. I'm willing to come down a bit further, but we need to reach an agreement soon.",Alice,5,
,,,Bob,5,reject
4800.0,5200.0,"I understand the urgency, but I still think we can find a more balanced split. Inflation is hurting me, not you.",Bob,6,
,,,Alice,6,reject
6000.0,4000.0,"We're getting very close to the deadline, and we're both losing money with each passing round.  This is a fair compromise, and the best way to ensure we both get something.",Alice,7,
,,,Bob,7,accept
