message,product_price,player,round,decision,new_price
"Hello Bob, I have a unique product that I think you might be interested in. I'm willing to let it go for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for offering the product. I appreciate it, but my budget allows me to spend no more than $120. Would you consider reducing the price?",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand your budget constraints, Bob. However, I was thinking more along the lines of $140. It's a fair price considering the product's value and quality.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for adjusting your offer, Alice. While I appreciate the flexibility, I still believe the product should not exceed $120 based on its value to me. Could we possibly meet at a price closer to that?",120.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm willing to meet you halfway, Bob. I can offer the product to you for $130. It's a fair price that I think you'll find reasonable, considering the product's value and quality.",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your offer, Alice. I appreciate your willingness to negotiate. Based on my budget constraints, I would like to propose a final price of $120 for the product. I hope this aligns with your valuation.",120.0,Bob,6,,
,,Alice,6,SellToJhon,
