message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to discuss the sale of this unique product with you. I think you'll find it's a game-changer. I'm willing to start with a price of $1500000. Is this something you'd like to consider?",1500000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $1200000. Is that something we can work with?",1200000.0,Bob,2,,
,,Alice,2,RejectOffer,1350000.0
"I appreciate your interest in the product, Bob. I can see you're a serious buyer. I'm willing to meet you halfway, but I need to make a profit. I'm counteroffering at $1350000. This is the lowest I can go, but I'm confident you'll find it's a fair price for the value this product brings.",1350000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still very interested in the product, but I'm on a tight budget. I'm willing to meet you at $1000000, which is my absolute maximum. Is this something you can work with?",1000000.0,Bob,4,,
,,Alice,4,RejectOffer,1200000.0
"I appreciate your persistence, Bob. I can see you're really interested in the product. However, $1000000 is still a bit below my target. I'm willing to make one more concession. I'm counteroffering at $1200000. This is my final offer, and I'm confident it's a fair price for the value this product brings.",1200000.0,Alice,5,,
,,Bob,5,BuyFromJhon,
