alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, no need for further negotiation.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you a slightly smaller share, but it's still a good deal for you.",Bob,2,
,,,Alice,2,reject
420000.0,580000.0,"I'll take a slightly smaller share, but I think this is a fair deal.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'll give you a smaller share, but I think I deserve more for taking on the risk of rejection.",Bob,4,
,,,Alice,4,reject
380000.0,620000.0,"I'll give you a slightly larger share, but I'm not giving up yet!",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,"I'm getting a bit impatient, but I'm willing to give you a slightly larger share to move things along.",Bob,6,
,,,Alice,6,reject
320000.0,680000.0,"I'm willing to meet you halfway, let's split it 32/68.",Alice,7,
,,,Bob,7,reject
100000.0,900000.0,"I'm getting close to walking away, but I'll give you a tiny bit to see if you'll meet me here.",Bob,8,
,,,Alice,8,accept
