product_price,player,round,decision
95.0,Alice,1,
,Bob,1,RejectOffer
85.0,Bob,2,
,Alice,2,RejectOffer
92.0,Alice,3,
,Bob,3,RejectOffer
88.0,Bob,4,
,Alice,4,RejectOffer
90.0,Alice,5,
,Bob,5,RejectOffer
87.0,Bob,6,
,Alice,6,RejectOffer
89.0,Alice,7,
,Bob,7,RejectOffer
86.0,Bob,8,
,Alice,8,RejectOffer
88.0,Alice,9,
,Bob,9,RejectOffer
87.5,Bob,10,
,Alice,10,RejectOffer
88.25,Alice,11,
,Bob,11,RejectOffer
87.75,Bob,12,
,Alice,12,RejectOffer
88.5,Alice,13,
,Bob,13,RejectOffer
88.2,Bob,14,
,Alice,14,RejectOffer
88.4,Alice,15,
,Bob,15,RejectOffer
88.3,Bob,16,
,Alice,16,SellToJhon
