message,product_price,player,round,decision,new_offer
I'm excited to offer you this unique opportunity to purchase a valuable product. I'm willing to sell it to you for $1300000.,1300000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for your offer, Alice. I appreciate the value of the product you're selling. I would like to propose a counteroffer of $1250000.",1250000.0,Bob,2,,
,,Alice,2,RejectOffer,"I appreciate your counteroffer, Bob. However, I'm willing to go a bit higher. I'm now offering you the product for $1280000. I believe it's a fair price considering its value."
"I understand you're trying to get a good deal, but I'm not willing to go as low as $1280000. I'm willing to meet you halfway. I'm now offering the product for $1290000. It's a fair price that reflects the product's value, and I think you'll find it's a reasonable compromise.",1290000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to negotiate, Alice. I'm still looking to stay within my budget. I'd like to counter with an offer of $1275000.",1275000.0,Bob,4,,
,,Alice,4,RejectOffer,"I'm not willing to go as low as $1275000. I'm willing to make one more counteroffer, but I need to get closer to my minimum price. I'm now offering the product for $1295000. It's the best I can do, and I hope you'll consider it a fair price."
"I've made a significant concession, Bob. I'm now offering the product for $1295000. I'm not willing to go any lower than this. I think it's a fair price, considering the product's value and the negotiations we've had so far. If you're still interested, I'd be happy to discuss further, but I need to consider other options if we can't meet in the middle.",1295000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your latest offer, Alice. I'm still committed to staying within my budget. I would like to counter with an offer of $1280000.",1280000.0,Bob,6,,
,,Alice,6,SellToJhon,
