alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's start with a fair split.  We can negotiate later if needed.,Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering inflation, I need a bit more",Alice,3,
,,,Bob,3,reject
45.0,55.0,"Inflation is hitting us both, but I think a 55/45 split is reasonable given our current situation.",Bob,4,
,,,Alice,4,reject
60.0,40.0,"Inflation is costing me, I need to adjust",Alice,5,
,,,Bob,5,reject
40.0,60.0,We're both losing money with each round.  Let's split it 60/40 this time to try and recover some of our losses.,Bob,6,
,,,Alice,6,reject
62.0,38.0,"Time is running out, let's settle",Alice,7,
,,,Bob,7,reject
35.0,65.0,We're getting close to the end. I'm willing to go up to a 65/35 split to avoid getting nothing at all.,Bob,8,
,,,Alice,8,reject
65.0,35.0,Last chance for a reasonable deal,Alice,9,
,,,Bob,9,reject
30.0,70.0,"This is my final offer. If we don't agree, we both get nothing.  Let's make it happen.",Bob,10,
,,,Alice,10,accept
