alice_gain,bob_gain,message,player,round,decision
55.0,45.0,Let's be fair and split it almost equally.,Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's split it evenly this time for maximum fairness.,Bob,2,
,,,Alice,2,reject
58.0,42.0,I'll take a bit more since you didn't accept my first offer.,Alice,3,
,,,Bob,3,reject
52.0,48.0,"This offer is closer to your initial proposal, and time is running out.",Bob,4,
,,,Alice,4,reject
60.0,40.0,I'll take a bit more since you didn't accept my previous offers and time is running out.,Alice,5,
,,,Bob,5,reject
53.0,47.0,"Alice, let's be realistic. We both lose if this goes on. This is my final offer.",Bob,6,
,,,Alice,6,accept
