alice_gain,bob_gain,message,player,round,decision
7000.0,3000.0,"Let's be reasonable, Bob. This offer leaves us both with a good deal.",Alice,1,
,,,Bob,1,reject
5500.0,4500.0,"I understand you want a larger share, but I need a fair cut too. This offer is reasonable considering the inflation.",Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"The inflation is working against you, Bob. Let's settle this now with a decent offer.",Alice,3,
,,,Bob,3,reject
5800.0,4200.0,"Alice, this offer is a compromise. I'm losing value quickly, let's settle this fairly.",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,"This is a final offer, Bob. Take it before the inflation eats away at your share even more.",Alice,5,
,,,Bob,5,reject
6000.0,4000.0,"Alice, I'm willing to accept a smaller share to end this. This is my final offer.",Bob,6,
,,,Alice,6,accept
