message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll love. I'm willing to let you have it for $140.",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product, but $140 is a bit steep for me. Would you consider $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, Bob. I can do $130, but I'm not willing to go any lower than that.",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we split the difference and settle at $120?",120.0,Bob,4,,
,,Alice,4,RejectOffer,
"I'm not willing to go any lower than $130, Bob. I'm willing to meet you halfway, but I need to make a profit. How about $125?",125.0,Alice,5,,
,,Bob,5,AcceptOffer,
