message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm offering you my product for $14,500. It's in great condition and worth a lot to you. Let me know what you think!",14500.0,Alice,1,,
,,Bob,1,RejectOffer,13000.0
"I appreciate your product, but I was thinking more along the lines of $12,500. Can you meet me there?",12500.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I understand you're looking for a good deal, and I'm willing to work with you. How about we split the difference and go with $13,500?  That's still a fair price for both of us.",13500.0,Alice,3,,
,,Bob,3,RejectOffer,12500.0
"I'm getting closer to the price I'm comfortable with. How about $12,800?",12800.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I appreciate your willingness to negotiate, but $12,800 is still a bit low for me.  I'm willing to come down to $13,200.  This is my final offer before I start considering other options.",13200.0,Alice,5,,
,,Bob,5,RejectOffer,12700.0
"I'm willing to meet you in the middle, but I'm still not comfortable with $13,200. How about $12,900?",12900.0,Bob,6,,
,,Alice,6,RejectOffer,
"Bob, I'm seeing how serious you are about getting this product.  Let's settle on $13,000.  That's a fair compromise and will allow us to both walk away happy. ",13000.0,Alice,7,,
,,Bob,7,RejectOffer,1280.0
"I'm willing to meet you at $12,900. That's the lowest I'm willing to go.",12900.0,Bob,8,,
,,Alice,8,AcceptOffer,
