message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to show you this amazing product! I think you'll really love it. I'm willing to let it go for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Can you meet me at that price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob! I can see you're a serious buyer. I'm willing to meet you halfway, but I need to make a profit. How about we settle at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit higher than that. How about we try $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I understand you're trying to get a good deal, Bob, but I've already given you a significant discount from my initial price. I'm willing to compromise further, but I need to make a minimum of $105 to make this worthwhile for me. Can we meet at that price?",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit higher than that. How about we try $98?",98.0,Bob,6,,
,,Alice,6,RejectOffer,108.0
"I'm starting to feel like we're getting close, Bob! I'm willing to meet you at $108, but I'm not willing to go any lower than that. This is my final compromise",108.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to compromise, but I'm still comfortable with $98. Can we meet at that price?",98.0,Bob,8,,
,,Alice,8,RejectOffer,100.0
"Bob, I've already given you a lot of concessions, and I'm starting to think it's time to walk away. However, I'll give you one last chance to meet me at $100. That's the lowest I'm willing to go.",100.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your willingness to meet me at $100, but I'm still a bit higher than that. I'm willing to meet you at $98, and that's my final offer.",98.0,Bob,10,,
,,Alice,10,SellToJhon,
