message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll be interested in. Would you like to make an offer for it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $60. Would you be willing to meet me halfway?",60.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I understand you're looking for a good deal, but I'm not willing to go as low as $60. I can meet you halfway from my original offer, so how about $120?",120.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm not quite ready to meet you at $90, but I can offer you a slight discount from my previous offer. How about $110?",110.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm still a bit above my budget, but I'm willing to meet you halfway from your latest offer. How about $105?",105.0,Bob,6,,
,,Alice,6,RejectOffer,115.0
"I'm getting close to my minimum price, but I'm not quite there yet. I can offer you $115, which is my best price for now. If you're willing to meet me here, I'd be happy to make a deal.",115.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm getting close to my own minimum price, and I'm willing to meet you halfway from your latest offer. How about $107.50?",107.5,Bob,8,,
,,Alice,8,RejectOffer,112.5
"I'm getting close to my minimum price, and I'm not sure if I can go any lower. I can offer you $112.50, which is as low as I'm willing to go. If you're willing to meet me here, I'd be happy to make a deal.",112.5,Alice,9,,
,,Bob,9,RejectOffer,
"I'm really close to my own minimum price, and I'm willing to meet you halfway from your latest offer. How about $109?",109.0,Bob,10,,
,,Alice,10,SellToJhon,
