message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering!  That price is a bit high for me though. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"Hi Bob, I understand that $180 is a bit steep for you, but I really need to make a profit on this product. I'm willing to meet you in the middle at $140. What do you think?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice. I'm getting closer, but $140 is still a bit more than I had in mind. How about $95? That's a fair offer.",95.0,Bob,4,,
,,Alice,4,RejectOffer,120.0
"Hi Bob, I'm starting to get a bit concerned that we're getting too far apart. I'm willing to meet you at $110, but I'm not sure I can go any lower than that. What do you think?",110.0,Alice,5,,
,,Bob,5,BuyFromJhon,
