message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! I think it's a great opportunity for you to get a fantastic deal. I'm willing to sell it to you for $120.",120.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer.  I'm interested in the product but $120 is a little steep for me. Would you consider $60?",60.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand that $120 is a bit high for you, but I'm still looking to get a good price for the product. I'm willing to meet you halfway and offer it to you for $100.",100.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you coming down on the price.  How about $70? That's a fair offer.",70.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I'm not willing to go as low as $70, but I'm willing to make another adjustment. I'll offer it to you for $90.",90.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, we're getting closer. I can do $75, but that's really as high as I can go.",75.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, I understand you're willing to go up to $75, but I'm still not comfortable with that price. I'll meet you halfway and offer it to you for $85.",85.0,Alice,7,
,,Bob,7,BuyFromJhon
