alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
5000.0,5000.0,Bob,2,
,,Alice,2,reject
4800.0,5200.0,Alice,3,
,,Bob,3,reject
4500.0,5500.0,Bob,4,
,,Alice,4,reject
4608.0,5392.0,Alice,5,
,,Bob,5,reject
4200.0,5800.0,Bob,6,
,,Alice,6,reject
4538.88,5461.12,Alice,7,
,,Bob,7,reject
4000.0,6000.0,Bob,8,
,,Alice,8,reject
4434.688,5565.312,Alice,9,
,,Bob,9,reject
3800.0,6200.0,Bob,10,
,,Alice,10,reject
4275.576,5724.424,Alice,11,
,,Bob,11,reject
3600.0,6400.0,Bob,12,
,,Alice,12,accept
