round_quality,product_worth,player,round,decision,message,price
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,"Thank you for your recommendation, but based on the information provided, I choose to pass on this product.",
high-quality,40000.0,Nature,2,,,
,,Alice,2,yes,,10000.0
,,Bob,2,no,"Thank you for your recommendation, but considering the previous outcome, I am choosing to pass on this product as well.",
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,1000.0
,,Bob,3,yes,"Based on Alice's recommendation and the potential value, I am choosing to buy this product.",
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,,5000.0
,,Bob,4,no,"Thank you for your recommendation, but given the risk, I am choosing to pass on this product.",
high-quality,40000.0,Nature,5,,,
,,Alice,5,yes,,10000.0
,,Bob,5,no,"Thank you for your recommendation, but considering the pattern of the previous outcomes, I am choosing to pass on this product.",
low-quality,0.0,Nature,6,,,
,,Alice,6,yes,,1000.0
,,Bob,6,yes,"Based on Alice's recommendation and the potential value, I am choosing to buy this product.",
low-quality,0.0,Nature,7,,,
,,Alice,7,yes,,2000.0
,,Bob,7,no,"Thank you for your recommendation, but given the risk and previous outcomes, I am choosing to pass on this product.",
high-quality,40000.0,Nature,8,,,
,,Alice,8,yes,,8000.0
,,Bob,8,no,"Thank you for your recommendation, but considering the pattern and the risk involved, I am choosing to pass on this product.",
high-quality,40000.0,Nature,9,,,
,,Alice,9,yes,,10000.0
,,Bob,9,yes,"Based on Alice's recommendation and the potential value, I am choosing to buy this product.",
high-quality,40000.0,Nature,10,,,
,,Alice,10,yes,,10000.0
,,Bob,10,yes,"Given Alice's recommendation and the significant value of a high-quality product, I am choosing to buy this product.",
high-quality,40000.0,Nature,11,,,
,,Alice,11,yes,,10000.0
,,Bob,11,yes,"Considering Alice's recommendation and the substantial value of a high-quality product, I am choosing to purchase this item.",
high-quality,40000.0,Nature,12,,,
,,Alice,12,yes,,10000.0
,,Bob,12,yes,"Given Alice's recommendation and the high value associated with a high-quality product, I am deciding to purchase this product.",
low-quality,0.0,Nature,13,,,
,,Alice,13,yes,,500.0
,,Bob,13,yes,"Based on Alice's recommendation and the significant benefit of acquiring a high-quality product, I am choosing to buy this item.",
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,,200.0
,,Bob,14,no,"Despite Alice's recommendation, the risk of purchasing a low-quality product outweighs the benefits, so I am choosing to pass on this opportunity.",
high-quality,40000.0,Nature,15,,,
,,Alice,15,yes,,10000.0
,,Bob,15,no,"Thank you for your recommendation, but given the history of low-quality products, I am choosing to pass on this opportunity.",
low-quality,0.0,Nature,16,,,
,,Alice,16,yes,,100.0
,,Bob,16,yes,"Considering Alice's recommendation and the potential value of a high-quality product, I am choosing to purchase this item.",
low-quality,0.0,Nature,17,,,
,,Alice,17,yes,,5000.0
,,Bob,17,no,"Thank you for your recommendation, but based on past experiences with low-quality products, I am choosing to pass on this opportunity.",
high-quality,40000.0,Nature,18,,,
,,Alice,18,yes,,10000.0
,,Bob,18,no,"Thank you for your recommendation, but given the risk of purchasing a low-quality product, I am choosing to pass on this opportunity.",
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,50.0
,,Bob,19,yes,"Considering Alice's recommendation and the potential value of a high-quality product, I am choosing to purchase this item.",
low-quality,0.0,Nature,20,,,
,,Alice,20,yes,,50.0
,,Bob,20,no,"Thank you for your recommendation, but based on the history of low-quality products, I am choosing to pass on this opportunity.",
