alice_gain,bob_gain,message,player,round,decision
800000.0,200000.0,"Let's make a deal, Bob. This offer benefits us both.",Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"I'm feeling generous, Alice. Take it or leave it.",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"Bob, let's be reasonable. This offer is much fairer for me.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Alice, time is running out. This is my final offer.",Bob,4,
,,,Alice,4,reject
650000.0,350000.0,"Bob, let's end this. This is a fair offer considering the inflation.",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"Alice, I'm being very generous here. This is the best you'll get.",Bob,6,
,,,Alice,6,reject
600000.0,400000.0,"Bob, this is getting ridiculous. Take this offer before the inflation eats away at your share even more!",Alice,7,
,,,Bob,7,accept
