alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50 to start, no need to negotiate too much",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,I'll give you a slightly better offer. Consider this a starting point.,Bob,2,
,,,Alice,2,reject
420000.0,580000.0,"I'm willing to compromise, but I'm not going for a 60/40 split again. Your turn to negotiate!",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,I'm willing to give you a slightly better offer. I think we can find a middle ground.,Bob,4,
,,,Alice,4,reject
480000.0,520000.0,"I'm getting a bit more aggressive, but I'm still willing to compromise. Meet me in the middle?",Alice,5,
,,,Bob,5,reject
250000.0,750000.0,"I'm not willing to give up too much, but I'm willing to make a slightly more aggressive offer. Take it or leave it.",Bob,6,
,,,Alice,6,reject
520000.0,480000.0,I'm pushing back against the 75/25 split. Meet me at 52/48,Alice,7,
,,,Bob,7,reject
200000.0,800000.0,I'm not willing to give up much more. This is my final offer. Take it or leave it.,Bob,8,
,,,Alice,8,reject
550000.0,450000.0,"I'm getting desperate, but I'm not going to give in completely. Meet me at 55/45",Alice,9,
,,,Bob,9,reject
100000.0,900000.0,I'm not going to give up. This is my last chance to get a good deal. Take it or leave it.,Bob,10,
,,,Alice,10,reject
600000.0,400000.0,I'm making a last-ditch effort to get a decent deal. This is my final offer,Alice,11,
,,,Bob,11,reject
999999.0,1.0,I'm not going to give in. I'll take the last 1 dollar and leave the rest for you.,Bob,12,
,,,Alice,12,accept
