message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hey Alice, $150 is a bit steep for me.  I'm really interested in this product but I can only go up to $85 right now.  What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,125.0
"I appreciate your interest in the product, Bob! I can see you're a serious buyer. However, I was thinking more along the lines of $125. Would you be willing to meet me in the middle?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I'm still interested but $125 is still a bit high for me. I'm willing to pay $95, which is a fair middle ground.  Let's make this deal happen!",95.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I understand you're trying to find a fair price, Bob. I'm willing to compromise, but I need to make sure I'm getting a good deal too. How about we meet at $115?",115.0,Alice,5,,
,,Bob,5,BuyFromJhon,
