alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a reasonable offer. I believe this split is fair and will save us from the effects of inflation.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Your share loses value much faster than mine, Alice. Let's make a deal now while it's still beneficial for you.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Bob, I understand the situation with inflation, but your offer was too low. This is my counter-offer.  Let's be reasonable and finish this.",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"Alice, this is a better deal than your last.  I'm trying to find a compromise here, but we need to act fast!",Bob,4,
,,,Alice,4,reject
5300.0,4700.0,"Bob, we are running out of time. This offer is a compromise, and it ensures we both get a decent share before inflation eats away at the value. Let's be sensible and close the deal.",Alice,5,
,,,Bob,5,accept
