message,product_price,player,round,decision,new_price
"Hi Bob, I have a great product that I think you'll really like. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $60. Can you meet me halfway?",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a good deal, but I'm not comfortable going as low as $60. I can meet you halfway from my original offer, so how about we meet at $100?",100.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $90?",90.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I can see you're really interested in the product, and I appreciate your flexibility. I'm willing to meet you halfway from my last offer, so how about we meet at $105?",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to my budget, but I'm still a bit above. Would you be willing to go down to $95?",95.0,Bob,6,,
,,Alice,6,RejectOffer,100.0
"I'm not willing to go as low as $95, but I can meet you halfway from my last offer. How about we meet at $100?",100.0,Alice,7,,
,,Bob,7,BuyFromJhon,
