alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it 60-40, a fair start!",Alice,1,
,,,Bob,1,reject
2500.0,7500.0,"You can have a smaller share, but I'm still generous!",Bob,2,
,,,Alice,2,reject
4500.0,5500.0,"I'm willing to compromise, but I want a slightly larger share",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"I'm sticking to my guns, but willing to give you a bit more",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Let's split it 50-50, no more negotiations",Alice,5,
,,,Bob,5,accept
