message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product for a great price. I think you'll really love it!,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate the offer, Alice, but $120 is a bit out of my budget. I'm happy to pay $85 for it.  What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save some money, but I'm willing to meet you halfway. I can do $105, but that's as low as I can go.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice, but $105 is still a bit more than I'm comfortable spending.  How about $95?  That's a fair price for both of us.",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm not willing to go any lower than $100, but I'm willing to meet you in the middle. I'll do $97.50, and that's my final offer.",97.5,Alice,5,,
,,Bob,5,BuyFromJhon,
