message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the possibility of selling you this amazing product. I think it's a game-changer, and I'm confident you'll love it. I'm willing to offer it to you for $9,500.",9500.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer. I'm interested in the product, but the price is a bit high for me right now. Would you be willing to come down to $7,000?",7000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand that $7,000 is a bit low for me, but I'm willing to compromise. I can offer it to you for $8,200. This is the lowest I can go, and I think it's still a great deal for both of us.",8200.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you working with me on the price, Alice.  How about we split the difference and settle at $7,600?",7600.0,Bob,4,
,,Alice,4,RejectOffer
"I understand your proposal, Bob, but I'm still not comfortable with the price. I'm willing to meet you halfway between my previous offer and your latest one. How about we try $8,100?",8100.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your willingness to negotiate. To show you I'm serious, I'm willing to go up to $7,800. I think that's a fair compromise.",7800.0,Bob,6,
,,Alice,6,RejectOffer
"I appreciate your willingness to increase the offer, Bob. However, I'm still not convinced that $7,800 is enough. I'm willing to meet you halfway again, but I think I need to get closer to my target. How about we try $8,400?",8400.0,Alice,7,
,,Bob,7,BuyFromJhon
