message,product_price,player,round,decision,new_price
"Hi Bob, I'm interested in selling this product to you. I'm willing to let it go for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, $150 is a bit steep for me. I'm interested in the product, but I can only do $100. Let me know what you think.",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand that $150 is a bit high for you, but $100 is a bit low for me. How about we meet in the middle at $132.50?",132.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $132.50 is still a bit more than I'm willing to pay. How about we split the difference and go with $116.25? ",116.25,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm willing to compromise, but $116.25 is still a bit low for me. How about we try $129.50?",129.5,Alice,5,,
,,Bob,5,BuyFromJhon,
