alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
450000.0,550000.0,Bob,2,
,,Alice,2,reject
475000.0,525000.0,Alice,3,
,,Bob,3,reject
400000.0,600000.0,Bob,4,
,,Alice,4,reject
490000.0,510000.0,Alice,5,
,,Bob,5,reject
300000.0,700000.0,Bob,6,
,,Alice,6,reject
515000.0,485000.0,Alice,7,
,,Bob,7,reject
200000.0,800000.0,Bob,8,
,,Alice,8,reject
530000.0,470000.0,Alice,9,
,,Bob,9,reject
100000.0,900000.0,Bob,10,
,,Alice,10,reject
540000.0,460000.0,Alice,11,
,,Bob,11,reject
50000.0,950000.0,Bob,12,
,,Alice,12,reject
555000.0,445000.0,Alice,13,
,,Bob,13,reject
1000.0,999000.0,Bob,14,
,,Alice,14,reject
570000.0,430000.0,Alice,15,
,,Bob,15,reject
100.0,999900.0,Bob,16,
,,Alice,16,reject
585000.0,415000.0,Alice,17,
,,Bob,17,reject
5.0,999995.0,Bob,18,
,,Alice,18,reject
600000.0,400000.0,Alice,19,
,,Bob,19,reject
1.0,999999.0,Bob,20,
,,Alice,20,reject
615000.0,385000.0,Alice,21,
,,Bob,21,reject
0.5,999999.5,Bob,22,
,,Alice,22,reject
630000.0,370000.0,Alice,23,
,,Bob,23,reject
0.25,999999.75,Bob,24,
,,Alice,24,reject
645000.0,355000.0,Alice,25,
,,Bob,25,reject
0.125,999999.875,Bob,26,
,,Alice,26,reject
660000.0,340000.0,Alice,27,
,,Bob,27,reject
0.0625,999999.9375,Bob,28,
,,Alice,28,reject
675000.0,325000.0,Alice,29,
,,Bob,29,reject
0.046875,999999.953125,Bob,30,
,,Alice,30,reject
690000.0,310000.0,Alice,31,
,,Bob,31,reject
0.03125,999999.96875,Bob,32,
,,Alice,32,reject
705000.0,295000.0,Alice,33,
,,Bob,33,reject
0.015625,999999.984375,Bob,34,
,,Alice,34,reject
720000.0,280000.0,Alice,35,
,,Bob,35,reject
0.0078125,999999.9921875,Bob,36,
,,Alice,36,reject
735000.0,265000.0,Alice,37,
,,Bob,37,reject
0.00390625,999999.99609375,Bob,38,
,,Alice,38,reject
750000.0,250000.0,Alice,39,
,,Bob,39,reject
0.001953125,999999.998046875,Bob,40,
,,Alice,40,reject
765000.0,235000.0,Alice,41,
,,Bob,41,reject
0.0009765625,999999.9990234375,Bob,42,
,,Alice,42,reject
780000.0,220000.0,Alice,43,
,,Bob,43,reject
0.00048828125,999999.9995117188,Bob,44,
,,Alice,44,reject
795000.0,205000.0,Alice,45,
,,Bob,45,reject
3.0517578125e-05,999999.9999694824,Bob,46,
,,Alice,46,reject
810000.0,190000.0,Alice,47,
,,Bob,47,reject
4.8828125e-07,999999.9999995118,Bob,48,
,,Alice,48,reject
825000.0,175000.0,Alice,49,
,,Bob,49,reject
3.0517578125e-08,999999.9999999695,Bob,50,
,,Alice,50,reject
840000.0,160000.0,Alice,51,
,,Bob,51,reject
4.8828125e-10,999999.9999999995,Bob,52,
,,Alice,52,reject
855000.0,145000.0,Alice,53,
,,Bob,53,reject
3.0517578125e-11,1000000.0,Bob,54,
,,Alice,54,accept
