message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to discuss the sale of this valuable product with you. I think you'll really appreciate its unique features and benefits. I'm open to negotiations, but I need to start with a price that reflects its worth to me.",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. While I appreciate the product, $12,000 is a bit outside my budget. I'm willing to pay $8,000 for it.  Let's see if we can find common ground.",8000.0,Bob,2,,
,,Alice,2,RejectOffer,10000.0
"Thanks for your honest feedback, Bob. I understand that $12,000 is a stretch for you. I'm willing to meet you halfway, but I need to make a profit. How about we meet at $10,000?",10000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $10,000 is still a bit too high for me.  My absolute maximum is $9,000.  If you're not able to go that low, I'll have to go with John's offer.",9000.0,Bob,4,,
,,Alice,4,RejectOffer,9500.0
"I understand you're close to your limit, Bob. I'm willing to make a small concession to meet you in the middle. How about we meet at $9,250?",9250.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your flexibility, but $9,250 is still a bit too high for me. I'm willing to go to $9,000, but that's my final offer. If it's not acceptable, I'll have to move forward with John's offer.",9000.0,Bob,6,,
,,Alice,6,RejectOffer,9200.0
"I understand you're very close to making a decision, Bob. I'm willing to make another small concession to meet your needs. How about we meet at $9,150?",9150.0,Alice,7,,
,,Bob,7,BuyFromJhon,
