alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's be fair!,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I appreciate the offer Alice, but I think this split is more reflective of the situation.",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,Meet me in the middle?,Alice,3,
,,,Bob,3,reject
350000.0,650000.0,It seems like we both want a larger piece of the pie. This offer gives you something reasonable while reflecting the time pressure.,Bob,4,
,,,Alice,4,reject
560000.0,440000.0,Getting desperate...,Alice,5,
,,,Bob,5,reject
300000.0,700000.0,Time is running out Alice.  This is a good deal considering.,Bob,6,
,,,Alice,6,reject
540000.0,460000.0,I'm not giving up yet,Alice,7,
,,,Bob,7,reject
275000.0,725000.0,"This is generous Alice, given the circumstances.  Take it before it's too late!",Bob,8,
,,,Alice,8,accept
