message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this amazing product! I think it's a great fit for you, and I'm willing to sell it to you for $120.",120.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks Alice, but $120 is a bit high for me.  I'm interested in the product, but I'm only willing to pay $85.  What do you think?",85.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand that $120 was a bit high for you, but I'm still willing to make a deal. I'm willing to lower the price to $110. It's a great compromise, and I think you'll really love the product.",110.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, $110 is still a bit too high for me. I'm really keen on this product but my budget is $90.  Let's see if we can find common ground.",90.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand that $110 was still a bit high for you, and I appreciate your willingness to find common ground. I'm willing to meet you halfway and offer the product for $100. It's a great price, and I think you'll really enjoy the product.",100.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your willingness to compromise, but $100 is still a bit above my budget. I'm willing to go up to $95.  Let's make this happen!",95.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, I understand that $100 was still a bit high for you, and I appreciate your willingness to go up to $95. I'm willing to meet you at $98. It's a great price, and I think you'll really enjoy the product.",98.0,Alice,7,
,,Bob,7,BuyFromJhon
