message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm selling this amazing product that I think you'll love.  I'm offering it to you for $90.  Let me know what you think!",90.0,Alice,1,,
,,Bob,1,RejectOffer,70.0
"I'm interested in the product, but I was thinking more along the lines of $70. Is that something you'd be willing to sell it for?",70.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I appreciate your interest!  While $70 is a bit lower than what I was hoping for, I'm willing to come down to $85.  Let's see if we can find a middle ground.",85.0,Alice,3,,
,,Bob,3,RejectOffer,78.0
"I'm still interested in the product, but I was thinking more along the lines of $78. Is that something you'd be willing to sell it for?",78.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I understand you're looking for a good deal, and $78 is getting closer to what I need.  How about we split the difference and go with $81? That way we both get a fair price.",81.0,Alice,5,,
,,Bob,5,RejectOffer,79.0
"I'm still interested in the product, but I was thinking more along the lines of $79. Is that something you'd be willing to sell it for?",79.0,Bob,6,,
,,Alice,6,SellToJhon,
