message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this amazing product. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but that price is a bit too high for me. Would you consider $60?",60.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. How about $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me a bit closer, but $110 is still more than I'm comfortable with. Could we do $75? That feels like a fair compromise.",75.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm starting to think we're getting close, Bob. I can do a bit better than that. How about $125?",125.0,Alice,5,,
,,Bob,5,BuyFromJhon,
