message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this great product at a special price. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested in the product, but $180 is a bit steep for me. Would you consider a lower price?",110.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand that $180 is a bit high for you, Bob. I'm willing to meet you in the middle. How about $160?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down on the price, Alice.  How about we settle at $130?",130.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I'm getting close to my minimum price, Bob. I can do $145, but that's as low as I can go.",145.0,Alice,5,,
,,Bob,5,AcceptOffer,
