message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll really like. Would you like to make an offer for it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to meet me halfway?",100.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I appreciate your interest in the product, Bob. I can do a bit better than that. How about we meet in the middle of my previous offer and your offer? I'm willing to sell it to you for $125.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, but I'm still a bit above my budget. Would you be willing to go down to $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I can see you're really interested in the product, Bob. I'm willing to make one more concession. How about we meet in the middle of my previous offer and your latest offer? I'm willing to sell it to you for $120.",120.0,Alice,5,,
,,Bob,5,AcceptOffer,
