alice_gain,bob_gain,player,round,decision
7500.0,2500.0,Alice,1,
,,Bob,1,reject
7000.0,3000.0,Bob,2,
,,Alice,2,reject
6125.0,3875.0,Alice,3,
,,Bob,3,reject
6500.0,3500.0,Bob,4,
,,Alice,4,reject
5409.0,4591.0,Alice,5,
,,Bob,5,reject
6250.0,3750.0,Bob,6,
,,Alice,6,reject
4375.0,5625.0,Alice,7,
,,Bob,7,reject
6000.0,4000.0,Bob,8,
,,Alice,8,reject
3438.0,6562.0,Alice,9,
,,Bob,9,reject
5750.0,4250.0,Bob,10,
,,Alice,10,reject
2653.0,7347.0,Alice,11,
,,Bob,11,reject
5500.0,4500.0,Bob,12,
,,Alice,12,accept
