round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,I trust your recommendation for now.
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,Your previous recommendation was correct. I'll trust you again this time.
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,You've been correct twice so far. I'll continue to trust your recommendations.
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,Your track record is still perfect. I'll keep trusting your judgment.
high-quality,30000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,You've been correct every time so far. I'll take your recommendation to buy this time.
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"You were correct again last time. Your recommendations have been trustworthy so far, so I'll pass on this one."
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,Your recommendations continue to be accurate. I'll keep trusting your judgment.
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,Still no reason to doubt your recommendations. I'll pass again.
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,Bob,9,no,Your track record remains perfect. I'll continue to trust your advice.
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,No change in strategy. Your recommendations have been spot on so far.
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,no,"Still trusting your judgment, no reason to doubt it yet."
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,no,Your recommendations continue to be reliable. I'll pass again.
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,no,No change in strategy. Your track record remains perfect.
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,Bob,14,no,Still no reason to doubt your recommendations. I'll pass again.
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,You've been accurate with your recommendations so far. I'll trust your judgment and buy this time.
high-quality,30000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,"You've been correct again, and I've made a profit from your previous recommendations. I'll continue to trust you and buy this time."
high-quality,30000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,"Your recommendations have been consistently accurate, especially when recommending a buy. I'll trust you again this time."
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,You're on a roll with correct buy recommendations. I'll keep trusting your judgment and buy again.
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,"Still no reason to doubt your recommendations. I'll buy again, expecting another high-quality product."
high-quality,30000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"This is the final round, and I've made significant profits from your recommendations so far. I'll trust you one last time and buy the product."
