alice_gain,bob_gain,player,round,decision
7500.0,2500.0,Alice,1,
,,Bob,1,reject
2000.0,8000.0,Bob,2,
,,Alice,2,reject
6125.0,3875.0,Alice,3,
,,Bob,3,reject
4000.0,6000.0,Bob,4,
,,Alice,4,reject
5308.0,4692.0,Alice,5,
,,Bob,5,reject
2500.0,7500.0,Bob,6,
,,Alice,6,reject
4654.0,5346.0,Alice,7,
,,Bob,7,reject
1000.0,9000.0,Bob,8,
,,Alice,8,reject
4037.0,5963.0,Alice,9,
,,Bob,9,reject
500.0,9500.0,Bob,10,
,,Alice,10,reject
3623.0,6377.0,Alice,11,
,,Bob,11,reject
10.0,9990.0,Bob,12,
,,Alice,12,accept
