message,product_price,player,round,decision,counteroffer
I'm excited to offer you this great product! I think it's a fantastic opportunity for you to own something truly valuable. I'm willing to let it go for $180.,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested, but that price is a bit high for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I understand you're looking for a good deal, Bob, but I think my product is worth more than that. I'm willing to meet you halfway, though. How about we say $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice.  I'm getting closer to what I can afford.  How about $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I'm glad we're getting closer, Bob! I'm willing to make one more concession. How about we say $105?",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
