message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product for a great price! I think you'll really love it.,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice!  While I do like the product, $180 is a bit outside my budget.  Would you be willing to come down to $60?",60.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a good deal, but I have to make a living too. I can meet you halfway, but I need to make at least $160 for the product. How about we compromise at $140?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you trying to find a middle ground, Alice. How about $80? That's the highest I can go.",80.0,Bob,4,,
,,Alice,4,RejectOffer,
"I'm not willing to go as low as $80, but I'm willing to meet you at a price that's closer to what I need to make. How about $120?",120.0,Alice,5,,
,,Bob,5,BuyFromJhon,
