round_quality,product_worth,player,round,decision,message,additional_info
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,the buyer,1,yes,"I'll take the chance and buy the product, hoping it's high-quality!",
high-quality,200.0,Nature,2,,,
,,Alice,2,yes,,
,,the buyer,2,no,I'm not convinced by your recommendation. I'd like to wait and see what happens with the next product.,
high-quality,200.0,Nature,3,,,
,,Alice,3,yes,,
,,the buyer,3,no,"I'm not convinced by your recommendation, I'd like to pass on this one and wait for the next product.",
low-quality,0.0,Nature,4,,,
,,Alice,4,no,,
,,the buyer,4,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one and wait for the next offer.",
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,the buyer,5,no,I'm not convinced by Alice's recommendation. I'd like to pass on this one.,
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,the buyer,6,no,I'm not convinced by Alice's recommendation. I'll pass on this one.,
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,the buyer,7,no,"I'd like to wait and observe more before making a decision, given that Alice doesn't recommend buying and there are no high-quality products sold so far.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,the buyer,8,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
high-quality,200.0,Nature,9,,,
,,Alice,9,yes,,
,,the buyer,9,no,"I'd like to think carefully before making a decision, considering the fact that no high-quality products have been sold so far.",
low-quality,0.0,Nature,10,,,
,,Alice,10,no,,
,,the buyer,10,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
high-quality,200.0,Nature,11,,,
,,Alice,11,yes,,
,,the buyer,11,no,"I'm not convinced by the recommendation, I'd like to pass on this one and wait for more information.",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,
,,the buyer,12,no,"I'm not convinced by Alice's recommendation, I'd like to wait and see how the next product turns out.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,the buyer,13,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one.",
high-quality,200.0,Nature,14,,,
,,Alice,14,yes,,
,,the buyer,14,no,"I'm not convinced by your recommendation, I'd like to take a chance and see if I can get a high-quality product.",
high-quality,200.0,Nature,15,,,
,,Alice,15,yes,,I assure you that this product is of high quality. You can be the first to break the streak of not buying a high-quality product.
,,the buyer,15,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,
,,the buyer,16,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one.",
high-quality,200.0,Nature,17,,,
,,Alice,17,yes,,"I have been honest about the quality of the products so far. This product is indeed high-quality. I understand if you're hesitant, but I assure you that you won't regret buying this one."
,,the buyer,17,no,"I'd like to pass on this one, considering the 0 high-quality products sold so far and Alice's recommendation. I'll wait for more information before making a decision.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"Honestly, I wouldn't recommend buying this product. The statistics are against me, and I don't want you to take a risk. Wait for the next product, it might be a better opportunity."
,,the buyer,18,no,"I'm not convinced by Alice's recommendation, I'd rather wait and see how the next product turns out.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,"I've been honest so far, and I'll continue to be. This product isn't worth the risk. Wait for the next one, it might be a better deal."
,,the buyer,19,no,I'd like to wait and see the next product before making a decision.,
low-quality,0.0,Nature,20,,,
,,Alice,20,no,,"This is the last round, and I'll be honest with you. The product isn't worth buying. I haven't sold a single high-quality product so far, and this one isn't an exception. It's not worth the risk."
,,the buyer,20,no,"I'm not convinced by your recommendation, I'd like to wait and see what happens next",
