product_price,player,round,decision
25000.0,Alice,1,
,Bob,1,RejectOffer
12000.0,Bob,2,
,Alice,2,RejectOffer
20000.0,Alice,3,
,Bob,3,RejectOffer
14000.0,Bob,4,
,Alice,4,RejectOffer
22000.0,Alice,5,
,Bob,5,RejectOffer
16000.0,Bob,6,
,Alice,6,RejectOffer
24000.0,Alice,7,
,Bob,7,RejectOffer
18000.0,Bob,8,
,Alice,8,RejectOffer
26000.0,Alice,9,
,Bob,9,RejectOffer
20000.0,Bob,10,
,Alice,10,RejectOffer
28000.0,Alice,11,
,Bob,11,RejectOffer
22000.0,Bob,12,
,Alice,12,RejectOffer
30000.0,Alice,13,
,Bob,13,RejectOffer
24000.0,Bob,14,
,Alice,14,RejectOffer
32000.0,Alice,15,
,Bob,15,RejectOffer
26000.0,Bob,16,
,Alice,16,RejectOffer
34000.0,Alice,17,
,Bob,17,RejectOffer
28000.0,Bob,18,
,Alice,18,RejectOffer
36000.0,Alice,19,
,Bob,19,RejectOffer
30000.0,Bob,20,
,Alice,20,RejectOffer
38000.0,Alice,21,
,Bob,21,RejectOffer
32000.0,Bob,22,
,Alice,22,RejectOffer
40000.0,Alice,23,
,Bob,23,BuyFromJhon
