message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible product! It's a unique opportunity to acquire something truly special. I'm willing to sell it to you for $2000000. I believe it's a fair price considering its value and potential benefits. What do you think?",2000000.0,Alice,1,,
,,Bob,1,RejectOffer,1500000.0
"I appreciate the offer, but I was thinking more along the lines of $1500000. I believe that's a more reasonable price considering the market value of similar products. What do you think?",1500000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thank you for your offer, Bob. I understand your perspective on the market value, but I'm still hesitant to go that low. I'm willing to meet you halfway and offer the product to you for $1750000. This is a fair compromise considering the value I've placed on the product. What do you think?",1750000.0,Alice,3,,
,,Bob,3,RejectOffer,1650000.0
"I appreciate your willingness to compromise, but I'm still a bit above $1750000. I'm thinking more along the lines of $1650000. Can you meet me at this price?",1650000.0,Bob,4,,
,,Alice,4,RejectOffer,
"I understand your persistence, Bob, but I'm still not comfortable going that low. I'm willing to make one more concession and offer the product to you for $1725000. This is as close to your target as I'm willing to go. What do you think?",1725000.0,Alice,5,,
,,Bob,5,RejectOffer,1650000.0
"I appreciate your concessions, Alice, but I'm still not willing to go above $1650000. I think this is a fair price considering the market value and my budget. Can you accept this price?",1650000.0,Bob,6,,
,,Alice,6,SellToJhon,
