alice_gain,bob_gain,message,player,round,decision
800000.0,200000.0,"Let's be reasonable, Bob. This is a good offer for you to take in the first round.",Alice,1,
,,,Bob,1,reject
350000.0,650000.0,Let's speed things up. This is my counter-offer. Take it or leave it.,Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"I understand you want a larger share, Bob, but my previous offer was much fairer considering the inflation. This is my compromise.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm aiming for a more balanced deal.  Time is running out, and this offer considers the impact of inflation on your share.",Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"Bob, this is a serious offer. I'm trying to meet you halfway, but we need to settle this soon before inflation erodes the value further.",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,"Alice, let's stop wasting time. This is a perfectly fair 50/50 split. Take it before inflation eats away at your share even more.",Bob,6,
,,,Alice,6,accept
