alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
300000.0,700000.0,Bob,2,
,,Alice,2,reject
570000.0,430000.0,Alice,3,
,,Bob,3,reject
400000.0,600000.0,Bob,4,
,,Alice,4,reject
529200.0,470800.0,Alice,5,
,,Bob,5,reject
450000.0,550000.0,Bob,6,
,,Alice,6,reject
495820.0,504180.0,Alice,7,
,,Bob,7,reject
420000.0,580000.0,Bob,8,
,,Alice,8,reject
461590.0,538410.0,Alice,9,
,,Bob,9,reject
390000.0,610000.0,Bob,10,
,,Alice,10,reject
425980.0,574020.0,Alice,11,
,,Bob,11,reject
360000.0,640000.0,Bob,12,
,,Alice,12,accept
