message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $130. It's a great deal for you, as it's worth $120 to you.  Let me know if you're interested!",130.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for your offer. I appreciate it, but I think we can come to an agreement closer to the value of the product to me. I would like to propose a price of $110 for the product.",110.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your counteroffer, but $110 is a bit too low for me. I'm willing to come down to $115. It's still a great deal for you, considering the value of the product. What do you think?",115.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for your offer, Alice. I understand your position, but I would like to stick closer to the value of the product to me. I propose a price of $112 for the product.",112.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm happy to continue negotiating with you.  How about we split the difference and go with $113? It's a fair price for both of us, and gets this deal done. Let me know what you think.",113.0,Alice,5,
,,Bob,5,AcceptOffer
