message,product_price,player,round,decision,new_price
"Hi Bob, I have a great product that I think you'll really like. Would you like to make an offer on it?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit too high for me. I'd be willing to pay $100 for it.",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save some money, but I need to make a profit. I can do $105, which is a bit lower than my initial offer, but still a fair price for a great product.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to lower the price, but I'm still a bit hesitant. How about we meet in the middle at $102.50?",102.5,Bob,4,,
,,Alice,4,RejectOffer,107.5
"I can see you're trying to find a middle ground, Bob. I'm willing to meet you halfway, but I need to make a bit more than that. How about we aim for $107.50?",107.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit hesitant. How about we try $105 again, but I'll throw in a small concession - I'll pay within 24 hours if you're willing to meet me at this price?",105.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I appreciate the concession, Bob, but I'm not sure I'm comfortable with the 24-hour payment deadline. I'd rather not compromise on that. How about we meet at $108, and we can discuss payment terms separately?",108.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your offer, but I'm still not comfortable with the price. How about we meet at $106.50?",106.5,Bob,8,,
,,Alice,8,RejectOffer,110.0
"I can see we're getting close, Bob. I'm willing to meet you at $108, but I need to get closer to my minimum price. How about we meet at $109?",109.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm not willing to go any higher than $108. This is my final offer. If you're not willing to meet me at this price, I'll have to consider buying from someone else.",108.0,Bob,10,,
,,Alice,10,RejectOffer,
