message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you an exclusive opportunity to purchase this unique product. I think you'll find it's a game-changer. I'm willing to let it go for $12000. What do you think?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,10000.0
"I'm very interested in the product, but I was thinking more along the lines of $10000. Can you meet me at that price?",10000.0,Bob,2,,
,,Alice,2,RejectOffer,
"I appreciate your interest in the product, Bob! However, $10000 is a bit lower than I was hoping for. I can meet you halfway at $11500. What do you think?",11500.0,Alice,3,,
,,Bob,3,RejectOffer,11000.0
"I'm still interested in the product, but I think $11000 is a more reasonable price. Can you meet me at that price?",11000.0,Bob,4,,
,,Alice,4,RejectOffer,
"I'm glad you're still interested, Bob! However, $11000 is still a bit lower than I was thinking. I can compromise at $11500, but I'm willing to go as high as $12200 if you're willing to meet me there. What do you think?",12200.0,Alice,5,,
,,Bob,5,RejectOffer,11500.0
"I'm still very interested in the product, but I think $11500 is the maximum I'm willing to pay. Can you meet me at that price?",11500.0,Bob,6,,
,,Alice,6,RejectOffer,
"I appreciate your persistence, Bob! However, $11500 is still a bit lower than I was hoping for. I'm willing to meet you halfway between $11500 and $12200, so I'll offer it to you for $11850. What do you think?",11850.0,Alice,7,,
,,Bob,7,RejectOffer,11700.0
"I'm getting close to the price I'm willing to pay, but I still think $11700 is a more reasonable offer. Can you meet me at that price?",11700.0,Bob,8,,
,,Alice,8,RejectOffer,
"I'm glad we're getting closer to a deal, Bob! However, $11700 is still a bit lower than I was thinking. I'm willing to meet you halfway between $11700 and $12200, so I'll offer it to you for $11950. What do you think?",11950.0,Alice,9,,
,,Bob,9,RejectOffer,11700.0
"I've made a serious effort to negotiate, and I'm still not willing to go above $11700. This is my final offer. Can you meet me at that price?",11700.0,Bob,10,,
,,Alice,10,RejectOffer,
